91832	0679720200	66.6666666667
91832	0836217012	66.6666666667
91875	0316693006	50.0
91931	0099289520	66.6666666667
91931	0770428827	66.6666666667
92398	038529929X	40.0
92398	0385424736	80.0
92398	0452282829	60.0
92398	0517219018	40.0
92405	0330323113	22.2222222222
92405	042519471X	77.7777777778
92405	0451203070	77.7777777778
92405	0515114693	88.8888888889
92405	0515120618	77.7777777778
92405	0671004107	77.7777777778
92405	0971880107	11.1111111111
92405	1551666804	77.7777777778
92652	0394800796	75.0
92652	0670870897	50.0
92652	0684814994	25.0
92658	0345384369	66.6666666667
92658	0446607339	33.3333333333
92674	0140148590	66.6666666667
92674	0553076256	66.6666666667
92693	0375826688	50.0
92696	0140254544	33.3333333333
92696	0140265686	66.6666666667
92861	0345410017	80.0
92861	0670032131	80.0
92861	080213825X	20.0
92861	1573228214	80.0
92869	0671000853	66.6666666667
92869	067165831X	66.6666666667
92979	0060915544	50.0
93047	044020352X	61.5384615385
93047	0449212602	30.7692307692
93047	0449216861	30.7692307692
93047	0486285537	84.6153846154
93047	0486295559	84.6153846154
93047	0553234609	30.7692307692
93047	0553258559	30.7692307692
93047	055327449X	84.6153846154
93047	0553278274	61.5384615385
93047	0670813648	61.5384615385
93047	0679442405	61.5384615385
93047	0679742298	92.3076923077
93130	0345304225	66.6666666667
93130	0345305183	83.3333333333
93130	0345318854	50.0
93130	0345322215	50.0
93130	0345322231	16.6666666667
93141	0451518640	50.0
93147	0330332775	50.0
93179	0345323750	50.0
93364	0060987561	66.6666666667
93364	0345391810	11.1111111111
93364	0553096060	22.2222222222
93364	0671527215	66.6666666667
93364	0671769316	66.6666666667
93364	0740728946	66.6666666667
93364	0811833615	77.7777777778
93364	0836217241	88.8888888889
93386	0399150560	66.6666666667
93386	0446678457	66.6666666667
136735	0525947752	66.6666666667
136735	0684852624	33.3333333333
107301	0007110928	50.0
107301	0060920084	50.0
107301	0060976845	87.5
107301	0449221512	12.5
107301	0449223612	50.0
107301	0520204956	87.5
107301	0679731725	87.5
107324	0156027321	50.0
139913	0345440064	70.0
139913	0373835124	40.0
139913	0375500510	70.0
139913	0449223612	30.0
139913	0451200101	30.0
139913	0452282152	10.0
139913	0515131229	90.0
139913	0553280368	90.0
139913	0553576801	50.0
140036	0800718372	50.0
140069	0142002267	66.6666666667
140069	0446603635	33.3333333333
140340	0345361792	50.0
140358	0060987561	66.6666666667
140358	0345433165	66.6666666667
140555	068483376X	50.0
140662	0060987561	85.7142857143
140662	0141000198	14.2857142857
140662	0446364193	85.7142857143
140662	0446606812	85.7142857143
140662	0553576011	42.8571428571
140662	055358099X	28.5714285714
140879	2290311782	50.0
141010	0425100650	25.0
141010	0553582143	50.0
141010	0743225082	75.0
