91832	0679720200	10
91832	0836217012	10
91875	0316693006	8
91931	0099289520	10
91931	0770428827	10
92398	038529929X	7
92398	0385424736	10
92398	0452282829	8
92398	0517219018	7
92405	0330323113	7
92405	042519471X	8
92405	0451203070	8
92405	0515114693	10
92405	0515120618	8
92405	0671004107	8
92405	0971880107	6
92405	1551666804	8
92652	0394800796	10
92652	0670870897	8
92652	0684814994	5
92658	0345384369	8
92658	0446607339	7
92674	0140148590	7
92674	0553076256	7
92693	0375826688	9
92696	0140254544	9
92696	0140265686	10
92861	0345410017	10
92861	0670032131	10
92861	080213825X	6
92861	1573228214	10
92869	0671000853	7
92869	067165831X	7
92979	0060915544	8
93047	044020352X	8
93047	0449212602	7
93047	0449216861	7
93047	0486285537	9
93047	0486295559	9
93047	0553234609	7
93047	0553258559	7
93047	055327449X	9
93047	0553278274	8
93047	0670813648	8
93047	0679442405	8
93047	0679742298	10
93130	0345304225	9
93130	0345305183	10
93130	0345318854	8
93130	0345322215	8
93130	0345322231	7
93141	0451518640	9
93147	0330332775	9
93179	0345323750	6
93364	0060987561	8
93364	0345391810	3
93364	0553096060	7
93364	0671527215	8
93364	0671769316	8
93364	0740728946	8
93364	0811833615	9
93364	0836217241	10
93386	0399150560	9
93386	0446678457	9
136735	0525947752	10
136735	0684852624	8
107301	0007110928	9
107301	0060920084	9
107301	0060976845	10
107301	0449221512	8
107301	0449223612	9
107301	0520204956	10
107301	0679731725	10
107324	0156027321	8
139913	0345440064	8
139913	0373835124	6
139913	0375500510	8
139913	0449223612	5
139913	0451200101	5
139913	0452282152	4
139913	0515131229	10
139913	0553280368	10
139913	0553576801	7
140036	0800718372	8
140069	0142002267	8
140069	0446603635	6
140340	0345361792	6
140358	0060987561	5
140358	0345433165	5
140555	068483376X	10
140662	0060987561	10
140662	0141000198	1
140662	0446364193	10
140662	0446606812	10
140662	0553576011	9
140662	055358099X	8
140879	2290311782	7
141010	0425100650	6
141010	0553582143	7
141010	0743225082	9
